"name","GP","GS","MP","YC","RC","OFF","C","CK","TT","P","INT","BLK","GMB","TKL","FS","FC","PKG","PK","G","A","SOG","S"
"Hamer, BenHamer, B.LEI",8,8,720,1,0,0,0,0,391,64,28,0,0,0,2,0,0,0,0,0,0,0
"Hammond, DeanHammond, D.LEI",12,9,781,3,0,0,4,0,511,305,73,5,0,19,7,20,0,0,0,0,0,6
"Hangeland, BredeHangeland, B.CP",14,12,1173,2,0,1,2,0,568,269,107,12,0,12,5,8,0,0,2,1,3,4
"Harper, SteveHarper, S.HUL",10,10,853,0,0,0,0,0,379,46,42,0,0,0,3,0,0,0,0,0,0,0
"Hart, JoeHart, J.MCY",36,36,3240,1,0,0,0,0,1330,277,202,2,0,0,5,0,0,0,0,0,0,0
"Hazard, EdenHazard, E.CHE",38,38,3372,2,0,4,84,12,2913,1821,171,11,0,10,112,13,3,4,14,9,33,78
"Heaton, TomHeaton, T.BUR",38,38,3420,1,0,0,0,0,1532,232,127,1,0,0,4,0,0,0,0,0,0,0
"Henderson, JordanHenderson, J.LIV",37,36,3255,6,0,3,82,45,2796,1711,267,17,0,30,21,31,1,1,6,9,15,50
"Hennessey, WayneHennessey, W.CP",3,2,215,0,0,0,0,0,84,8,5,0,0,0,0,0,0,0,0,0,0,0
"Henry, KarlHenry, K.QPR",33,27,2505,8,0,0,17,2,1417,782,214,13,0,33,26,39,0,0,0,0,1,10
"Hepburn-Murphy, RushianHepburn-Murphy, R.AST",1,0,7,0,0,0,0,0,6,0,0,1,0,1,1,1,0,0,0,0,0,0
"Hernández, AbelHernández, A.HUL",25,15,1312,2,0,15,10,0,519,203,30,5,0,12,13,17,1,1,4,1,19,51
"Hernández, JavierHernández, J.MAN",1,1,45,0,0,0,0,0,16,8,2,1,0,0,1,2,0,0,0,0,0,0
"Herrera, AnderHerrera, A.MAN",26,19,1868,6,0,2,25,2,1910,1337,176,13,0,34,37,30,0,0,6,4,7,37
"Hesketh, JakeHesketh, J.SHN",2,1,52,1,0,0,0,0,27,16,2,0,0,1,0,1,0,0,0,0,1,2
"Hibbert, TonyHibbert, T.EVE",4,4,331,0,0,0,1,0,251,136,28,12,0,2,2,2,0,0,0,0,0,1
"Hill, ClintHill, C.QPR",19,15,1407,4,0,0,23,0,850,282,111,25,0,20,7,22,0,0,1,0,2,7
"Hoilett, JuniorHoilett, J.QPR",22,9,878,2,0,1,31,3,516,206,53,6,0,7,12,13,0,0,0,0,5,25
"Holtby, LewisHoltby, L.TOT",1,0,29,0,0,0,0,3,27,15,3,1,0,1,0,1,0,0,0,0,0,1
"Howard, TimHoward, T.EVE",32,32,2835,3,0,0,0,0,1463,387,189,0,0,2,5,1,0,0,0,0,0,0
"Huddlestone, TomHuddlestone, T.HUL",31,30,2545,6,2,0,38,41,1979,1142,243,22,0,46,30,40,0,0,0,2,7,39
"Huth, RobertHuth, R.",15,14,1183,2,0,1,1,0,651,221,108,16,0,18,7,12,0,0,1,0,1,15
"Hutton, AlanHutton, A.AST",30,27,2417,8,0,2,101,0,1991,879,206,40,0,18,50,19,0,0,1,0,4,12
"Ibe, JordanIbe, J.LIV",12,7,618,0,0,0,20,0,430,207,30,1,0,4,13,3,0,0,0,0,4,10
"Ideye, BrownIdeye, B.WBA",24,13,1296,2,0,16,3,0,575,224,23,4,0,8,23,26,0,0,4,2,13,30
"Ince, TomInce, T.HUL",7,3,300,0,0,1,0,1,152,98,12,1,0,2,5,5,0,0,0,0,3,7
"Ings, DannyIngs, D.BUR",35,35,3033,6,0,19,39,0,1281,449,102,22,0,12,49,24,1,1,11,4,33,97
"Ireland, StephenIreland, S.STO",17,11,933,3,0,5,17,4,654,361,79,8,0,19,6,18,0,0,0,3,7,15
"Isgrove, LloydIsgrove, L.SHN",1,0,8,0,0,0,2,0,13,6,0,0,0,1,1,0,0,0,0,0,0,0
"Isla, MauricioIsla, M.QPR",26,24,2131,4,0,2,55,6,1662,646,227,17,0,36,22,16,0,0,0,2,3,7
"Ivanovic, BranislavIvanovic, B.CHE",38,38,3419,10,1,4,109,1,2663,1297,288,33,0,31,26,42,0,0,4,5,12,43
"Jaaskelainen, JussiJaaskelainen, J.WHU",1,0,27,0,0,0,0,0,19,4,4,0,0,0,0,0,0,0,0,0,0,0
"Jagielka, PhilJagielka, P.EVE",37,37,3285,1,0,0,8,1,2854,1720,390,49,0,21,32,21,0,0,4,0,6,15
"Jakupovic, EldinJakupovic, E.HUL",3,2,227,0,0,0,0,0,111,15,12,0,0,0,0,0,0,0,0,0,0,0
"James, MattyJames, M.LEI",27,20,1890,2,1,0,40,70,1259,651,161,12,0,18,19,15,0,0,0,1,6,26
"Janmaat, DarylJanmaat, D.NCU",37,37,3254,6,1,2,106,0,2468,1061,290,27,0,34,20,31,0,0,1,6,6,35
"Januzaj, AdnanJanuzaj, A.MAN",18,7,850,0,0,0,29,1,586,274,47,2,0,7,22,13,0,0,0,0,5,25
"Jarvis, MatthewJarvis, M.WHU",11,4,413,0,0,0,19,9,159,67,7,0,0,1,5,0,0,0,0,0,0,5
"Jedinak, MileJedinak, M.CP",24,24,2080,3,1,0,17,0,1455,601,273,25,0,50,32,44,3,3,5,3,13,31
"Jelavic, NikicaJelavic, N.HUL",26,21,1810,3,0,23,12,0,684,232,46,9,0,13,24,28,0,0,8,1,15,58
"Jenkinson, CarlJenkinson, C.WHU",32,29,2667,2,0,1,131,0,1776,678,150,28,0,17,9,14,0,0,0,2,6,13
"JoelJoelEVE",7,6,585,1,0,0,0,0,264,58,31,0,0,0,0,0,0,0,0,0,0,0
"Johnson, AdamJohnson, A.SUN",32,23,2082,2,0,6,80,50,1124,575,69,12,0,9,35,15,1,1,4,1,10,25
"Johnson, GlenJohnson, G.LIV",19,15,1329,2,0,1,33,0,1127,556,126,17,0,7,14,8,0,0,1,0,2,8
"Jones, BillyJones, B.SUN",14,14,1255,7,0,4,25,0,731,268,82,23,0,12,14,20,0,0,0,0,2,4
"Jones, BradJones, B.LIV",3,3,196,0,0,0,0,0,86,22,15,0,0,0,1,0,0,0,0,0,0,0
"Jones, DavidJones, D.BUR",36,36,3207,0,0,0,11,35,1993,1194,292,25,0,32,16,28,0,0,0,0,5,21
"Jones, PhilJones, P.MAN",22,22,1879,3,0,1,7,2,1695,1012,213,21,0,25,29,26,0,0,0,0,1,3
"Jovetic, StevanJovetic, S.MCY",17,9,787,0,0,1,14,3,624,384,26,3,0,8,15,16,0,0,5,3,12,38
"Jutkiewicz, LucasJutkiewicz, L.BUR",25,10,976,1,0,11,13,0,463,158,24,5,0,8,19,25,0,0,0,2,11,37
"Kaboul, YounesKaboul, Y.TOT",11,11,990,2,0,0,9,0,796,428,129,7,0,8,3,10,0,0,0,0,1,5
"Kane, HarryKane, H.TOT",34,28,2581,4,0,35,42,6,1385,577,91,7,0,23,43,32,2,3,21,4,47,112
"Keane, MichaelKeane, M.",22,17,1641,1,0,0,0,0,997,465,115,31,0,17,6,6,0,0,0,1,3,12
"Kelly, MartinKelly, M.CP",31,27,2498,2,0,1,38,0,1510,494,216,39,0,32,12,36,0,0,0,1,4,10
"Ki, Sung-YuengKi, S.SWA",33,30,2690,4,0,4,15,5,2292,1536,247,20,0,32,46,26,0,0,8,1,13,28
"Kightly, MichaelKightly, M.BUR",17,10,951,3,0,1,35,9,512,179,50,7,0,15,11,17,0,0,1,2,5,14
"King, AndyKing, A.LEI",24,16,1370,1,0,1,13,0,755,401,103,11,0,16,14,7,0,0,2,0,5,14
"Knockaert, AnthonyKnockaert, A.LEI",9,3,330,0,0,0,17,19,207,91,16,3,0,5,7,5,0,0,0,0,1,8
"Kolarov, AleksandarKolarov, A.MCY",21,16,1486,4,0,2,87,24,1433,689,150,19,0,21,19,22,0,0,2,3,8,27
"Kompany, VincentKompany, V.MCY",25,23,2033,7,0,0,3,0,1708,1120,244,16,0,36,8,33,0,0,0,0,0,6
"Konchesky, PaulKonchesky, P.LEI",26,26,2250,3,2,0,52,1,1527,635,187,20,0,20,12,20,0,0,1,1,3,7
"Koné, ArounaKoné, A.EVE",12,7,602,2,0,1,5,0,357,188,13,1,0,3,5,10,0,0,1,1,5,14
"Koscielny, LaurentKoscielny, L.ARS",27,26,2288,4,0,2,3,0,1827,1077,319,27,0,18,16,19,0,0,3,0,4,8
"Kouyate, CheikhouKouyate, C.WHU",31,30,2662,5,0,3,20,0,1560,725,207,22,0,35,45,49,0,0,4,2,14,32
"Kpekawa, ColeKpekawa, C.QPR",1,0,5,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0
"Kramaric, AndrejKramaric, A.LEI",13,6,574,0,0,3,8,0,284,139,20,1,0,2,6,1,0,0,2,0,7,22
"Kranjcar, NikoKranjcar, N.QPR",22,11,1113,2,0,1,16,33,827,406,66,3,0,20,17,24,0,0,2,1,8,41
"Krkic, BojanKrkic, B.STO",16,14,1209,2,0,1,32,21,863,479,61,5,0,10,32,7,1,1,4,1,8,32
"Krul, TimKrul, T.NCU",30,30,2700,1,0,0,0,0,1351,275,143,1,0,0,6,0,0,0,0,1,0,0
"Lafferty, DannyLafferty, D.BUR",1,0,16,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0,0,0,0,0
"Lallana, AdamLallana, A.LIV",27,23,1789,4,0,5,39,15,1206,623,130,7,0,19,40,25,0,0,5,3,13,38
"Lambert, RickieLambert, R.LIV",25,7,824,2,0,12,12,0,330,142,19,4,0,3,8,12,0,0,2,2,8,19
"Lamela, ErikLamela, E.TOT",33,25,2299,6,0,6,47,71,1684,922,150,4,0,43,48,50,0,0,2,7,11,38
"Lampard, FrankLampard, F.MCY",32,10,989,1,0,0,5,0,840,562,70,6,0,6,10,7,0,0,6,1,13,32
"Larsson, SebastianLarsson, S.SUN",36,36,3060,10,0,3,91,103,1956,1064,209,32,0,35,49,50,0,0,3,3,15,44
"Lawrence, TomLawrence, T.LEI",3,0,51,0,0,0,0,0,48,22,5,0,0,1,0,1,0,0,0,0,0,3
"Ledley, JoeLedley, J.CP",32,30,2572,0,0,2,19,17,1474,729,202,26,0,20,24,14,0,0,2,0,3,13
"Lee, Chung-YoungLee, C.CP",3,1,91,0,0,0,4,1,59,26,3,0,0,1,0,2,0,0,0,0,0,2
"Lee, ElliotLee, E.WHU",1,0,13,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
"Lennon, AaronLennon, A.",23,15,1348,3,0,3,35,1,656,342,67,13,0,9,22,15,0,0,2,2,5,9
"Lescott, JoleonLescott, J.WBA",34,34,3060,3,0,1,2,0,1788,833,300,47,0,25,24,25,0,0,1,2,3,14
"Lingard, JesseLingard, J.MAN",1,1,24,0,0,0,2,0,29,11,4,0,0,0,1,1,0,0,0,0,0,0
"Livermore, JakeLivermore, J.HUL",35,35,3031,10,0,1,12,0,1992,1158,255,34,0,54,13,52,0,0,1,1,11,34
"Lloris, HugoLloris, H.TOT",35,35,3064,0,0,0,0,0,1452,390,177,0,0,0,3,0,0,0,0,0,0,0
"Loftus-Cheek, RubenLoftus-Cheek, R.CHE",3,2,134,0,0,0,1,0,126,86,13,0,0,5,2,3,0,0,0,0,0,1
"Long, KevinLong, K.BUR",1,0,20,0,0,0,0,0,10,6,1,0,0,0,1,0,0,0,0,0,0,0
"Long, ShaneLong, S.SHN",32,16,1539,2,0,18,48,0,792,308,59,15,0,20,31,27,0,0,5,5,14,36
"Lovren, DejanLovren, D.LIV",26,22,2036,4,0,0,2,0,1927,1196,246,9,0,27,14,18,0,0,0,0,1,18
"Lowton, MatthewLowton, M.AST",12,8,754,2,0,0,17,0,594,254,63,11,0,10,6,8,0,0,0,0,1,3
"Lucas LeivaLucas LeivaLIV",20,16,1313,4,0,1,9,2,1385,881,170,11,0,39,10,28,0,0,0,0,6,11
"Lukaku, RomeluLukaku, R.EVE",36,32,2875,1,0,34,29,0,1426,645,55,2,0,10,24,29,2,2,10,5,41,105
"Maguire, HarryMaguire, H.HUL",3,0,92,1,0,0,1,0,83,21,15,1,0,4,0,4,0,0,0,0,0,0
"Mahrez, RiyadMahrez, R.LEI",30,25,2082,0,0,1,107,42,1408,566,133,19,0,17,37,27,0,0,4,3,24,63
"Maitland-Niles, AinsleyMaitland-Niles, A.ARS",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mandron, MikaelMandron, M.SUN",1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mane, SadioMane, S.SHN",30,24,2135,5,0,24,56,1,1282,641,103,7,0,16,75,35,0,0,10,3,26,58
"Mangala, EliaquimMangala, E.MCY",25,24,2189,3,1,0,1,0,1389,810,227,22,0,22,8,21,0,0,0,2,3,14
"Mannone, VitoMannone, V.SUN",10,10,900,0,0,0,0,0,508,173,57,0,0,0,3,0,0,0,0,0,0,0
"Manquillo, JaviManquillo, J.LIV",10,10,761,3,0,2,25,0,603,281,38,9,0,10,10,2,0,0,0,0,0,2
"Mariappa, AdrianMariappa, A.CP",12,8,840,3,0,1,16,2,476,169,61,5,0,11,3,12,0,0,0,0,0,0
"Markovic, LazarMarkovic, L.LIV",19,11,932,0,0,0,19,1,724,354,77,6,0,9,11,10,0,0,2,1,3,16
"Marney, DeanMarney, D.BUR",20,20,1687,6,0,1,18,0,1046,646,114,15,0,18,18,19,0,0,0,1,1,9
"Martínez, DamiánMartínez, D.ARS",4,3,301,0,0,0,1,0,149,28,19,0,0,0,1,0,0,0,0,0,0,0
"Mason, RyanMason, R.TOT",31,29,2325,10,0,1,33,3,1971,1204,198,14,0,48,37,26,0,0,1,4,14,43
"Mata, JuanMata, J.MAN",33,27,2307,2,0,6,87,50,1826,1274,119,3,0,15,37,28,1,1,9,4,12,34
"Matic, NemanjaMatic, N.CHE",36,35,3123,10,1,7,25,0,2975,1903,399,19,0,37,23,48,0,0,1,3,10,31
"Mayuka, EmmanuelMayuka, E.SHN",5,0,49,0,0,1,0,0,25,8,5,0,0,1,0,2,0,0,0,0,0,1
"McArthur, JamesMcArthur, J.CP",32,29,2606,6,0,2,17,1,1640,774,242,37,0,50,33,43,0,0,2,0,9,32
"McAuley, GarethMcAuley, G.WBA",24,24,2072,2,1,1,0,0,1071,471,158,24,0,17,18,10,0,0,1,0,1,8
"McCarthy, AlexMcCarthy, A.QPR",3,2,236,0,0,0,0,0,112,12,5,0,0,0,1,0,0,0,0,0,0,0
"McCarthy, JamesMcCarthy, J.EVE",28,27,2403,7,0,0,16,2,1822,1096,234,28,0,31,34,31,0,0,2,1,2,19
"McCarthy, JasonMcCarthy, J.SHN",1,0,3,0,0,0,0,0,12,4,1,1,0,0,0,0,0,0,0,0,0,0
"McGeady, AidenMcGeady, A.EVE",16,10,886,1,0,0,28,8,463,234,34,7,0,16,9,16,0,0,1,2,3,22
"McGregor, AllanMcGregor, A.HUL",26,26,2340,0,0,0,0,0,955,150,95,0,0,1,6,1,0,0,0,0,0,0
"McManaman, CallumMcManaman, C.WBA",8,5,347,1,0,1,13,2,189,74,21,3,0,4,12,5,0,0,0,1,2,4
"McNair, PaddyMcNair, P.MAN",16,12,1026,2,0,1,3,0,974,609,111,17,0,9,5,8,0,0,0,0,2,4
"McShane, PaulMcShane, P.HUL",20,19,1696,2,0,1,6,0,1005,484,141,16,0,18,13,13,0,0,1,0,4,11
"Mee, BenMee, B.BUR",33,32,2887,10,0,0,48,0,2133,703,226,70,0,56,30,28,0,0,2,1,5,20
"Mertesacker, PerMertesacker, P.ARS",35,35,3150,2,0,0,4,0,2434,1581,381,22,0,23,13,8,0,0,0,1,2,13
"Meyler, DavidMeyler, D.HUL",28,19,1729,7,1,1,22,0,1251,686,144,18,0,21,40,34,0,0,1,1,3,14
"Mignolet, SimonMignolet, S.LIV",36,35,3224,0,0,0,0,0,1489,380,190,0,0,0,5,0,0,0,0,0,0,0
"Mikel, John ObiMikel, J.CHE",18,6,696,1,0,0,4,0,671,463,99,3,0,12,3,14,0,0,0,1,1,3
"Milner, JamesMilner, J.MCY",32,18,1742,6,0,7,96,57,1522,801,127,13,0,27,26,28,0,0,5,7,11,39
"Mirallas, KevinMirallas, K.EVE",29,18,1421,3,0,13,40,32,808,388,62,13,0,10,20,15,0,1,7,1,18,54
"Monreal, NachoMonreal, N.ARS",28,26,2311,3,0,1,43,0,2013,1085,277,24,0,20,20,24,0,0,0,1,1,4
"Montero, JeffersonMontero, J.SWA",30,15,1569,0,0,2,80,6,880,349,78,10,0,15,30,12,0,0,1,7,4,14
"Moore, LiamMoore, L.LEI",11,10,936,4,0,0,1,0,434,198,62,14,0,6,5,8,0,0,0,0,2,4
"Moreno, AlbertoMoreno, A.LIV",28,26,2262,6,0,4,60,0,1597,841,148,18,0,27,35,36,0,0,2,0,6,20
"Morgan, WesMorgan, W.LEI",37,37,3288,1,1,0,3,0,1688,702,289,62,0,37,14,29,0,0,2,2,8,25
"Morrison, JamesMorrison, J.WBA",33,29,2558,3,0,2,39,36,1965,1136,213,30,0,43,25,30,0,0,2,1,12,30
"Morrison, RavelMorrison, R.WHU",1,0,33,0,0,1,0,0,20,12,1,1,0,0,0,0,0,0,0,0,0,0
"Moses, VictorMoses, V.STO",19,19,1455,3,0,3,64,62,950,351,85,13,0,18,35,20,1,1,3,3,14,42
"Mulumbu, YoussoufMulumbu, Y.WBA",17,10,902,1,1,0,8,0,755,449,83,9,0,24,22,26,0,0,0,0,2,12
"Muniesa, MarcMuniesa, M.STO",19,14,1387,3,0,0,16,3,984,474,140,18,0,22,14,18,0,0,0,0,2,5
"Murray, GlennMurray, G.CP",17,9,866,3,1,15,5,0,409,102,13,6,0,12,28,28,1,2,7,3,18,39
"Mutch, JordonMutch, J.",16,10,851,5,0,5,11,9,533,272,52,5,0,8,4,16,0,0,0,1,2,13
"Myhill, BoazMyhill, B.WBA",11,10,934,1,0,0,0,0,473,35,39,0,0,1,0,1,0,0,0,0,0,0
"N'Doye, DameN'Doye, D.HUL",15,13,1195,3,0,10,5,0,598,246,47,3,0,17,32,32,0,0,5,1,17,40
"N'Zogbia, CharlesN'Zogbia, C.AST",27,19,1429,3,0,3,27,19,830,426,53,5,0,14,16,31,0,0,0,2,7,26
"Naismith, StevenNaismith, S.EVE",31,22,2056,8,0,9,15,0,1440,722,116,17,0,27,58,40,0,0,6,0,11,33
"NaniNaniMAN",1,0,45,0,0,0,3,0,18,11,0,0,0,0,1,0,0,0,0,0,0,0
"Nasri, SamirNasri, S.MCY",24,18,1578,5,0,8,44,63,1499,1079,70,9,0,11,8,13,0,0,2,6,10,34
"Naughton, KyleNaughton, K.",15,15,1184,1,2,0,20,0,1056,551,111,19,0,12,14,14,0,0,0,1,1,3
"Navas, JesúsNavas, J.MCY",35,23,2248,3,0,8,157,94,1915,1146,163,11,0,13,27,22,0,0,0,8,17,45
"NenéNenéWHU",8,0,128,0,0,0,2,9,95,38,4,0,0,2,2,0,0,0,0,0,2,9
"Noble, MarkNoble, M.WHU",28,27,2307,4,0,2,37,69,1878,1088,259,13,0,46,34,34,1,2,2,3,5,22
"Nolan, KevinNolan, K.WHU",29,19,1745,2,0,6,5,3,914,474,130,22,0,17,14,22,0,0,1,1,13,30
"Nugent, DavidNugent, D.LEI",29,16,1704,3,0,6,28,0,759,330,38,10,0,16,19,23,1,2,5,2,11,39
"Nzonzi, StevenNzonzi, S.STO",38,38,3374,2,0,5,44,0,2670,1675,252,25,0,51,27,31,0,0,3,2,11,47
"O'Brien, JoeyO'Brien, J.WHU",9,6,526,2,0,0,11,0,330,135,32,9,0,4,7,8,0,0,0,0,0,2
"O'Keefe, StuartO'Keefe, S.CP",2,1,84,0,0,0,0,0,36,19,6,0,0,0,1,3,0,0,0,0,0,0
"O'Shea, JohnO'Shea, J.SUN",37,37,3271,4,0,1,4,0,1928,1089,288,28,0,28,16,28,0,0,0,0,0,7
"Obertan, GabrielObertan, G.NCU",13,8,651,0,0,1,20,3,377,156,45,1,0,3,13,3,0,0,1,2,1,6
"Odemwingie, PeterOdemwingie, P.STO",7,1,190,0,0,0,7,0,108,55,9,0,0,2,2,1,0,0,0,0,1,1
"Okore, JoresOkore, J.AST",23,22,2009,6,0,0,6,0,1429,786,233,15,0,22,34,19,0,0,1,0,2,4
"Oliveira, NelsonOliveira, N.SWA",10,4,389,0,0,2,4,0,245,107,19,0,0,2,8,5,0,0,1,0,3,10
"Olsson, JonasOlsson, J.WBA",13,9,823,2,0,1,2,0,438,262,43,14,0,7,4,6,0,0,1,0,1,3
"Onuoha, NedumOnuoha, N.QPR",23,22,1927,2,1,2,27,0,1368,521,243,23,0,23,17,22,0,0,0,0,0,9
"OscarOscarCHE",28,26,2034,5,0,4,48,8,1678,1023,130,7,0,36,22,34,0,0,6,8,23,71
"Osman, LeonOsman, L.EVE",21,13,1274,0,0,1,15,1,939,548,80,14,0,9,20,17,0,0,2,2,15,28
"Ospina, DavidOspina, D.ARS",18,18,1620,0,0,0,0,0,676,114,96,0,0,1,4,0,0,0,0,0,0,0
"Oviedo, BryanOviedo, B.EVE",6,2,318,3,0,1,12,4,261,113,37,5,0,5,6,6,0,0,0,0,1,3
"Oxlade-Chamberlain, AlexOxlade-Chamberlain, A.ARS",23,17,1491,4,0,1,58,13,1152,599,99,6,0,15,11,14,0,0,1,1,8,34
"Ozil, MesutOzil, M.ARS",22,21,1859,0,0,9,72,58,1651,1135,84,4,0,7,26,10,0,0,4,5,12,28
"Pantilimon, CostelPantilimon, C.SUN",28,28,2520,2,0,0,0,0,1337,189,160,1,0,1,11,0,0,0,0,0,0,0
"PaulinhoPaulinhoTOT",15,3,479,3,0,1,7,6,429,266,41,3,0,9,3,11,0,0,0,1,2,7
"Pelle, GrazianoPelle, G.SHN",38,37,3284,6,0,27,16,0,1760,760,96,8,0,35,38,70,0,0,12,2,36,122
"Pereira, AndreasPereira, A.MAN",1,0,13,0,0,0,0,0,13,3,2,0,0,1,0,1,0,0,0,0,0,0
"Pérez, AyozePérez, A.NCU",36,25,2368,0,0,13,33,18,1196,460,115,10,0,25,39,31,0,0,7,0,25,61
"Phillips, MattPhillips, M.QPR",25,20,1822,1,0,4,99,41,1149,359,107,20,0,16,14,19,0,0,3,8,11,42
"Pienaar, StevenPienaar, S.EVE",9,3,314,1,0,0,4,1,246,123,24,0,0,5,15,7,0,0,0,2,1,5
"Pieters, ErikPieters, E.STO",31,29,2562,8,0,0,69,0,1910,844,206,38,0,43,36,45,0,0,0,2,1,8
"Pocognoli, SebastienPocognoli, S.WBA",15,15,1214,1,0,1,39,14,882,341,86,19,0,20,10,20,0,0,0,0,2,7
"Podolski, LukasPodolski, L.ARS",7,0,99,0,0,0,3,2,89,60,4,0,0,0,2,1,0,0,0,0,3,9
"Powell, NickPowell, N.LEI",3,0,40,0,0,0,1,1,23,9,1,0,0,0,1,0,0,0,0,0,0,2
"Poyet, DiegoPoyet, D.WHU",3,1,90,1,0,0,0,0,53,37,2,1,0,0,2,2,0,0,0,0,0,0
"Pozo, José ÁngelPozo, J.MCY",3,1,137,0,0,4,1,0,36,20,3,1,0,1,2,2,0,0,0,0,2,3
"Puncheon, JasonPuncheon, J.CP",37,31,2825,7,1,4,113,104,1877,894,184,12,0,39,28,49,0,0,6,7,20,64
"Quinn, StephenQuinn, S.HUL",28,17,1637,3,1,3,45,15,1207,728,124,12,0,15,36,19,0,0,1,3,7,16
"RafaelRafaelMAN",10,6,590,2,0,0,28,0,606,304,71,4,0,6,10,6,0,0,0,1,0,2
"RamiresRamiresCHE",23,11,1102,4,0,1,14,0,786,433,82,3,0,13,17,19,0,0,2,4,5,17
"Ramírez, GastónRamírez, G.",23,11,1008,1,1,3,23,33,758,379,73,12,0,21,21,15,0,0,1,2,7,17
"Ramsey, AaronRamsey, A.ARS",29,23,2009,6,0,5,48,3,2031,1326,172,7,0,16,30,22,0,0,6,6,17,63
"Rangel, ÀngelRangel, À.SWA",27,22,2036,1,1,1,24,0,1956,1101,193,28,0,24,12,28,0,0,0,0,2,5
"Reed, HarrisonReed, H.SHN",9,5,460,0,0,0,7,0,348,195,52,5,0,9,12,8,0,0,0,0,2,5
"Reid, StevenReid, S.BUR",7,1,109,1,0,0,1,0,98,47,24,3,0,1,3,2,0,0,0,0,0,0
"Reid, WinstonReid, W.WHU",30,29,2503,10,0,3,2,0,1514,706,250,41,0,21,38,29,0,0,1,0,2,11
"Remy, LoïcRemy, L.",21,8,845,0,0,10,15,0,392,208,20,1,0,3,15,10,0,0,7,0,16,37
"Reveillere, AnthonyReveillere, A.SUN",16,15,1327,0,0,0,18,2,958,431,103,23,0,14,8,8,0,0,0,2,1,4
"Richards, Ashley JazzRichards, A.SWA",10,7,634,1,0,1,6,0,490,255,37,7,0,9,8,7,0,0,0,1,0,0
"Richardson, KieranRichardson, K.AST",22,16,1345,2,1,2,27,0,785,371,111,7,0,12,7,13,0,0,0,1,3,9
"Rivière, EmmanuelRivière, E.NCU",23,15,1214,0,0,1,14,0,532,248,24,4,0,8,17,13,0,0,1,1,8,31
"Roberge, ValentinRoberge, V.SUN",1,1,90,1,0,0,0,0,43,27,2,0,0,1,0,2,0,0,0,0,0,1
"Robertson, AndrewRobertson, A.HUL",24,17,1526,7,0,1,65,1,1136,496,122,21,0,19,8,11,0,0,0,2,3,11
"Rodwell, JackRodwell, J.SUN",23,17,1486,5,0,1,7,0,756,438,83,13,0,18,17,26,0,0,3,0,13,30
"Rojo, MarcosRojo, M.MAN",22,20,1764,6,0,1,21,0,1837,1134,193,11,0,22,4,24,0,0,0,0,4,16
"Rooney, WayneRooney, W.MAN",33,33,2876,5,1,16,52,49,2162,1358,159,9,0,28,24,37,1,2,12,5,27,78
"Rose, DannyRose, D.TOT",28,27,2372,7,0,4,79,2,2068,906,249,34,0,56,51,49,0,0,3,5,7,24
"Rosenior, LiamRosenior, L.HUL",13,5,577,0,0,0,13,0,452,241,46,7,0,1,1,4,0,0,0,1,0,4
"Rosicky, TomasRosicky, T.ARS",15,5,576,1,0,0,5,2,527,360,46,3,0,6,11,7,0,0,2,1,5,10
"Routledge, WayneRoutledge, W.SWA",29,27,2316,1,1,21,99,4,1244,589,106,4,0,27,31,36,0,0,3,1,7,31
"Sagbo, YannickSagbo, Y.HUL",4,0,55,0,0,0,1,0,48,28,2,0,0,0,2,3,0,0,0,0,0,0
"Sagna, BacarySagna, B.MCY",9,8,740,1,0,0,17,0,707,378,76,8,0,8,4,5,0,0,0,0,0,1
"Sakho, DiafraSakho, D.WHU",23,20,1760,2,0,22,39,2,814,194,49,4,0,15,17,26,0,0,10,2,22,65
"Sakho, MamadouSakho, M.LIV",16,15,1418,1,0,0,0,0,1265,809,185,4,0,13,4,8,0,0,0,0,1,2
"Salah, MohamedSalah, M.CHE",3,0,30,0,0,0,0,0,36,16,1,0,0,1,0,1,0,0,0,0,0,1
"Samaras, GeorgiosSamaras, G.WBA",5,0,67,0,0,0,3,0,69,36,3,0,0,2,1,3,0,0,0,0,1,1
"Sánchez, AlexisSánchez, A.ARS",35,34,2949,4,0,7,115,66,2346,1136,191,9,0,23,71,44,0,1,16,8,50,122
"Sánchez, CarlosSánchez, C.AST",28,20,1985,6,1,0,11,0,1773,1087,288,11,0,31,12,47,0,0,1,0,5,17
"SandroSandroQPR",17,17,1218,6,0,0,4,0,839,359,163,14,0,29,10,27,0,0,1,0,4,15
"Sanogo, YayaSanogo, Y.",13,5,457,1,0,5,1,0,232,75,13,3,0,6,6,20,0,0,0,0,2,17
"Schlupp, JeffSchlupp, J.LEI",32,30,2539,4,0,1,52,0,1567,520,175,29,0,32,49,29,0,0,3,2,8,40
"Schmeichel, KasperSchmeichel, K.LEI",24,24,2160,0,0,0,1,0,999,113,76,1,0,0,0,0,0,0,0,0,0,0
